Observation id;Observation date;Description;Media file;Total length;FPS;Subject;Session;Trial Order;Date;Condition;Behavior;Behavioral category;Modifiers;Behavior type;Start (s);Stop (s);Duration (s);Comment start;Comment stop
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Solve to toy;Time Spent;;STATE;529.369;535.366;5.997;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;533.367;533.865;0.498;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;534.613;551.616;17.003;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;535.866;581.115;45.249;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;552.616;569.115;16.499;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher absent;Researcher status;;STATE;554.117;580.866;26.749;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Touching striped bar;Fiddling;;STATE;569.115;581.115;12.000;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Midd box;Proximity;;STATE;569.115;581.866;12.751;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;580.866;590.118;9.252;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Exiting at end of trial;Movement;;STATE;583.119;588.119;5.000;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Non-functional;Trial type;;STATE;596.866;664.869;68.003;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;596.866;631.366;34.500;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Arriving at start of trial;Movement;;STATE;598.865;602.866;4.001;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Solve to toy;Time Spent;;STATE;612.365;618.365;6.000;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;618.863;658.620;39.757;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;620.396;628.866;8.470;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;629.866;632.616;2.750;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher absent;Researcher status;;STATE;631.366;656.864;25.498;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Midd box;Proximity;;STATE;632.616;658.867;26.251;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Touching striped bar;Fiddling;;STATE;638.370;656.118;17.748;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;656.864;664.869;8.005;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Exiting at end of trial;Movement;;STATE;659.618;663.369;3.751;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Non-functional;Trial type;;STATE;675.368;731.356;55.988;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;675.368;704.865;29.497;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Arriving at start of trial;Movement;;STATE;676.117;680.117;4.000;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Solve to toy;Time Spent;;STATE;683.868;691.616;7.748;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;688.115;702.867;14.752;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;692.368;729.102;36.734;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;703.614;712.352;8.738;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher absent;Researcher status;;STATE;705.117;729.102;23.985;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Fiddling with wood;Fiddling;;STATE;706.607;708.608;2.001;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Right side peek;Peeking;;STATE;706.607;708.608;2.001;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Midd box;Proximity;;STATE;712.352;713.105;0.753;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;713.105;729.605;16.500;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;729.102;731.356;2.254;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Midd box;Proximity;;STATE;729.605;731.356;1.751;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Non-functional;Trial type;;STATE;69.468;139.718;70.250;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher present;Researcher status;;STATE;69.468;108.220;38.752;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Arriving at start of trial;Movement;;STATE;89.968;92.468;2.500;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Solve to toy;Time Spent;;STATE;93.217;97.968;4.751;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Right box (front);Proximity;;STATE;95.468;98.467;2.999;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;98.219;130.218;31.999;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Left box;Proximity;;STATE;99.216;103.470;4.254;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Midd box;Proximity;;STATE;104.468;115.469;11.001;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher absent;Researcher status;;STATE;108.220;130.218;21.998;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Right box (front);Proximity;;STATE;115.469;124.467;8.998;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Peephole peek;Peeking;;STATE;117.219;118.218;0.999;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Fiddling with wood;Fiddling;;STATE;119.969;121.718;1.749;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Midd box;Proximity;;STATE;124.467;126.220;1.753;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Right box (front);Proximity;;STATE;126.220;132.973;6.753;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher present;Researcher status;;STATE;130.218;139.465;9.247;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Exiting at end of trial;Movement;;STATE;132.973;137.464;4.491;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Arriving at start of trial;Movement;;STATE;150.971;153.717;2.746;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Non-functional;Trial type;;STATE;150.971;198.972;48.001;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher present;Researcher status;;STATE;150.971;167.717;16.746;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Solve to toy;Time Spent;;STATE;154.217;159.721;5.504;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Left box;Proximity;;STATE;155.966;164.716;8.750;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;160.469;192.721;32.252;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Midd box;Proximity;;STATE;166.468;180.719;14.251;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher absent;Researcher status;;STATE;167.717;192.721;25.004;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Right box (front);Proximity;;STATE;180.971;194.219;13.248;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher present;Researcher status;;STATE;192.721;198.719;5.998;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Exiting at end of trial;Movement;;STATE;194.219;197.218;2.999;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Non-functional;Trial type;;STATE;209.223;258.468;49.245;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher present;Researcher status;;STATE;209.223;226.469;17.246;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Arriving at start of trial;Movement;;STATE;210.219;212.718;2.499;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Solve to toy;Time Spent;;STATE;213.468;219.972;6.504;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Left box;Proximity;;STATE;216.971;224.717;7.746;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;220.469;252.723;32.254;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Midd box;Proximity;;STATE;225.218;236.218;11.000;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher absent;Researcher status;;STATE;226.723;250.968;24.245;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Right box (front);Proximity;;STATE;236.971;253.970;16.999;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher present;Researcher status;;STATE;250.968;258.468;7.500;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Exiting at end of trial;Movement;;STATE;253.970;256.470;2.500;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Non-functional;Trial type;;STATE;271.967;350.467;78.500;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher present;Researcher status;;STATE;271.967;321.217;49.250;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Arriving at start of trial;Movement;;STATE;273.470;276.974;3.504;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Solve to toy;Time Spent;;STATE;305.719;313.222;7.503;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Left box;Proximity;;STATE;308.719;317.968;9.249;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;313.717;346.971;33.254;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Midd box;Proximity;;STATE;318.222;344.970;26.748;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher absent;Researcher status;;STATE;321.465;342.971;21.506;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Researcher present;Researcher status;;STATE;342.971;350.467;7.496;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Non-functional;Exiting at end of trial;Movement;;STATE;345.473;348.468;2.995;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Functional;Trial type;;STATE;361.721;411.966;50.245;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Researcher present;Researcher status;;STATE;361.721;381.468;19.747;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Arriving at start of trial;Movement;;STATE;367.220;369.968;2.748;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Solve to toy;Time Spent;;STATE;370.972;371.222;0.250;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Toy to end of trial;Time Spent;;STATE;371.223;403.467;32.244;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Left box;Proximity;;STATE;372.720;390.970;18.250;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Researcher absent;Researcher status;;STATE;381.468;403.467;21.999;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Right box (front);Proximity;;STATE;391.221;394.466;3.245;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Midd box;Proximity;;STATE;394.716;406.218;11.502;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Researcher present;Researcher status;;STATE;403.467;411.966;8.499;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Exiting at end of trial;Movement;;STATE;406.717;409.720;3.003;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Functional;Trial type;;STATE;419.968;465.219;45.251;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Researcher present;Researcher status;;STATE;419.968;434.224;14.256;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Arriving at start of trial;Movement;;STATE;422.224;423.968;1.744;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Solve to toy;Time Spent;;STATE;424.971;425.468;0.497;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Left box;Proximity;;STATE;426.968;459.718;32.750;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Toy to end of trial;Time Spent;;STATE;428.970;457.717;28.747;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Researcher absent;Researcher status;;STATE;434.469;456.469;22.000;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Researcher present;Researcher status;;STATE;456.721;464.970;8.249;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Exiting at end of trial;Movement;;STATE;459.971;463.468;3.497;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Functional;Trial type;;STATE;473.718;521.220;47.502;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Researcher present;Researcher status;;STATE;473.968;490.222;16.254;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Arriving at start of trial;Movement;;STATE;477.970;479.970;2.000;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Solve to toy;Time Spent;;STATE;480.972;481.967;0.995;;
ES_Child_125;01.06.2023 18:13;ES_Child_125;/Users/eliza/Everything/ES125 3y2m M Zoo.mov;584.610;29,97;ES125;;2;42323;Functional;Toy to end of trial;Time Spent;;STATE;483.223;513.967;30.744;;
