Observation id,Observation date,Description,Media file,Total length,FPS,Subject,Session,Trial Order,Date,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Non-functional,Food to end of trial,Time spent,,STATE,301.656,339.178,37.522,,
ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,22/01/2023 11:19,ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFay11.2.22ESExpS5.MTS.re-encoded.1920px.800k.avi,308.68,25,Fay,5,2,11222,No focal subject,Waiting compartment,Compartment,,STATE,301.768,305.016,3.248,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Non-functional,Midd box,Proximity,,STATE,302.214,302.661,0.447,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Right box (front),Proximity,,STATE,302.248,315.23,12.982,,
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Functional,Fiddling with wood,Fiddling,,STATE,302.47,304.274,1.804,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Non-functional,Left box,Proximity,,STATE,302.661,303.427,0.766,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Fiddling with wood,Fiddling,,STATE,302.77,308.096,5.326,,
ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:35,ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityLilly11.8.22ESExpS8.MTS.re-encoded.1920px.800k.avi,444.52,25,Lilly,8,2,11822,No focal subject,Waiting compartment,Compartment,,STATE,302.997,355.792,52.795,,
ReliabilitySkipper10.11.22ESExpS1.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:00,ReliabilitySkipper10.11.22ESExpS1.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySkipper10.11.22ESExpS1.MTS.re-encoded.1920px.800k.avi,338.92,25,Skipper,1,1,101122,Non-functional,Waiting compartment,Compartment,,STATE,303.292,330.99,27.698,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Non-functional,Midd box,Proximity,,STATE,303.427,307.404,3.977,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Functional,Waiting compartment,Compartment,,STATE,303.994,308.722,4.728,,
ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,30/01/2023 09:46,ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k.avi,385,25,Kiri,4,2,102522,Functional,Functional,Trial type,,STATE,304.217,381.675,77.458,,
ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,30/01/2023 09:46,ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k.avi,385,25,Kiri,4,2,102522,Functional,Testing compartment,Compartment,,STATE,304.217,378.299,74.082,,
ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,30/01/2023 09:46,ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k.avi,385,25,Kiri,4,2,102522,Functional,Arriving at start of trial,Movement,,STATE,304.217,307.255,3.038,,
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Functional,Midd box,Proximity,,STATE,304.325,304.824,0.499,,
ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:06,ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k.avi,318.76,25,Skipper,3,2,101922,Functional,Exiting at end of trial,Movement,,STATE,304.803,311.973,7.17,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Testing compartment,Compartment,,STATE,304.813,319.513,14.7,,
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Functional,Left box,Proximity,,STATE,304.824,312.619,7.795,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Functional,Midd box,Proximity,,STATE,305.401,306.2,0.799,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Left box,Proximity,,STATE,305.938,306.537,0.599,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Functional,Functional,Trial type,,STATE,306.17,349.229,43.059,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Functional,Testing compartment,Compartment,,STATE,306.17,346.35,40.18,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Functional,Arriving at start of trial,Movement,,STATE,306.17,308.444,2.274,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Functional,Left box,Proximity,,STATE,306.2,312.525,6.325,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Midd box,Proximity,,STATE,306.537,307.238,0.701,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Midd box,Proximity,,STATE,306.974,307.524,0.55,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Fiddling with wood,Fiddling,,STATE,307.238,317.887,10.649,,
ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 14:28,ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJeanLuc11.2.22ESExpS6.MTS.re-encoded.1920px.800k.avi,325.96,25,JeanLuc,6,2,11222,Functional,Right box (front),Proximity,,STATE,307.238,317.887,10.649,,
ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,30/01/2023 09:46,ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k.avi,385,25,Kiri,4,2,102522,Functional,Solve to food,Time spent,,STATE,307.255,341.38,34.125,,
ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,30/01/2023 09:46,ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityKiri10.25.22ESExpS4.MTS.re-encoded.1920px.800k.avi,385,25,Kiri,4,2,102522,Functional,Right box (front),Proximity,,STATE,307.255,341.905,34.65,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Non-functional,Right box (front),Proximity,,STATE,307.404,318.15,10.746,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Right box (front),Proximity,,STATE,307.524,315.1,7.576,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Right side peek,Peeking,,STATE,308.096,308.908,0.812,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Non-functional,Fiddling with wood,Fiddling,,STATE,308.127,312.302,4.175,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Functional,Solve to food,Time spent,,STATE,308.444,312.769,4.325,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Functional,Right box (front),Proximity,,STATE,308.444,312.769,4.325,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Functional,Testing compartment,Compartment,,STATE,308.722,342.835,34.113,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Fiddling with wood,Fiddling,,STATE,309.15,315.1,5.95,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Functional,Left box,Proximity,,STATE,309.244,311.044,1.8,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Fiddling with wood,Fiddling,,STATE,309.283,314.358,5.075,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Functional,Midd box,Proximity,,STATE,311.044,311.822,0.778,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Functional,Peephole peek,Peeking,,STATE,311.822,312.944,1.122,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Functional,Right box (front),Proximity,,STATE,311.822,327.414,15.592,,
ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,30/01/2023 17:06,ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilitySkipper10.19.22ESExpS3.MTS.re-encoded.1920px.800k.avi,318.76,25,Skipper,3,2,101922,No focal subject,Waiting compartment,Compartment,,STATE,311.973,315.196,3.223,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Non-functional,Peek on top,Peeking,,STATE,312.302,312.901,0.599,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,Functional,Exiting at end of trial,Movement,,STATE,312.525,314.176,1.651,,
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Functional,Midd box,Proximity,,STATE,312.619,314.194,1.575,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Functional,Food to end of trial,Time spent,,STATE,312.769,349.229,36.46,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Functional,Midd box,Proximity,,STATE,312.769,313.332,0.563,,
ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:06,ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityMali12.6.22ESExpS5.MTS.re-encoded.1920px.800k.avi,353.32,25,Mali,5,2,12622,Functional,Left box,Proximity,,STATE,313.332,319.382,6.05,,
ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,25/01/2023 08:25,ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.2.22ESExpS4.MTS.re-encoded.1920px.800k.avi,354.76,25,Odo,4,2,11222,Functional,Fiddling with wood,Fiddling,,STATE,313.344,322.713,9.369,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Non-functional,Non-functional,Trial type,,STATE,314.127,356.921,42.794,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Non-functional,Testing compartment,Compartment,,STATE,314.127,352.918,38.791,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Non-functional,Arriving at start of trial,Movement,,STATE,314.127,315.555,1.428,,
ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,22/01/2023 10:56,ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityCoco10.25.22ESExpS6.MTS.re-encoded.1920px.800k.avi,322.6,25,Coco,6,2,102522,No focal subject,Waiting compartment,Compartment,,STATE,314.176,319.279,5.103,,
ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 14:19,ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPlume11.2.22ESExpS2.MTS.re-encoded.1920px.800k.avi,341.8,25,Plume,2,2,11222,Functional,Right box (side),Proximity,,STATE,314.194,317.119,2.925,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Right side peek,Peeking,,STATE,314.358,315.23,0.872,,
ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,22/01/2023 12:10,ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityFrowin11.8.22ESExpS7.MTS.re-encoded.1920px.800k.avi,343.24,25,Frowin,7,1,11822,Non-functional,Fiddling with wood,Fiddling,,STATE,314.575,318.15,3.575,,
ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,27/01/2023 13:47,ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityPaul10.7.22ESExpS3.MTS.re-encoded.1920px.800k.avi,327.4,25,Paul,3,2,10722,Functional,Exiting at end of trial,Movement,,STATE,315.1,318.15,3.05,,
ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,27/01/2023 12:49,ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityJohn10.7.22ESExpS2.MTS.re-encoded.1920px.800k.avi,330.76,25,John,2,2,10722,Functional,Right box (side),Proximity,,STATE,315.23,316.312,1.082,,
ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,27/01/2023 11:00,ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k - copy,C:/Users/Student/Documents/Masters/Extra-curricular course stuff/Kea coding/Videos/ReliabilityOdo11.15.22ESExpS7.MTS.re-encoded.1920px.800k.avi,359.56,25,Odo,7,1,111522,Non-functional,Solve to food,Time spent,,STATE,315.555,320.631,5.076,,
