"","subject","condition","Trial","Behavior","sum_duration","count_peeking","Block","trial_order","Trial_duration","trial_overall","proportion_peeking"
"1","ES101","Functional",1,"Right side peek",6.573,1,1,"1",48.515,1,0.135483870967742
"2","ES102","Non-functional",1,"Right side peek",4.749,1,1,"2",40.997,1,0.115837744225187
"3","ES108","Functional",1,"Peek on top",8.492,1,2,"2",28.75,5,0.295373913043478
"4","ES108","Functional",2,"Peek on top",11.749,1,2,"2",28.997,6,0.405179846190985
"5","ES108","Functional",2,"Peephole peek",8.496,1,2,"2",28.997,6,0.292995827154533
"6","ES111","Non-functional",1,"Right side peek",1.748,1,1,"2",34.842,1,0.0501693358590207
"7","ES111","Non-functional",2,"Right side peek",1.493,1,1,"2",28.498,2,0.0523896413783423
"8","ES112","Non-functional",1,"Right side peek",17.35,2,2,"1",32.032,5,0.541645854145854
"9","ES112","Non-functional",3,"Right box (side)",4.155,1,2,"1",28.979,7,0.143379688740122
"10","ES113","Non-functional",1,"Right side peek",1.435,1,1,"2",38.973,1,0.0368203628152824
"11","ES114","Functional",1,"Right box (side)",18.168,1,1,"1",44.761,1,0.405889055204307
"12","ES115","Functional",2,"Right box (side)",13.397,1,2,"2",33.083,6,0.404951183387238
"13","ES115","Functional",3,"Right box (side)",8.642,1,2,"2",31.065,7,0.27819089006921
"14","ES115","Non-functional",1,"Right box (side)",3.503,1,1,"2",37.905,1,0.0924152486479356
"15","ES115","Non-functional",2,"Right box (side)",1.768,1,1,"2",33.867,2,0.0522042105884785
"16","ES115","Non-functional",3,"Right box (side)",3.921,1,1,"2",26.16,3,0.149885321100917
"17","ES116","Non-functional",1,"Right box (side)",1.585,1,2,"1",30.531,5,0.0519144476106253
"18","ES116","Non-functional",4,"Peek on top",4.155,1,2,"1",28.012,8,0.148329287448236
"19","ES118","Functional",3,"Right box (side)",2.519,1,2,"2",33.884,7,0.074341872270098
"20","ES118","Non-functional",3,"Right box (side)",29.146,1,1,"2",38.171,3,0.763563962170234
"21","ES124","Functional",4,"Right side peek",0.752,1,1,"1",44.999,4,0.0167114824773884
"22","ES124","Non-functional",4,"Right side peek",2.001,1,2,"1",36.734,8,0.0544726955953612
"23","ES129","Non-functional",4,"Right side peek",5.748,2,1,"2",40.501,4,0.141922421668601
"24","ES135","Functional",1,"Right side peek",2.517,1,1,"1",45.761,1,0.055003168637049
"25","ES135","Non-functional",1,"Right side peek",3.736,2,2,"1",27.76,5,0.134582132564841
"26","ES136","Functional",4,"Right side peek",2.747,1,2,"2",28.56,8,0.0961834733893557
"27","ES136","Non-functional",1,"Right side peek",2.496,1,1,"2",34.527,1,0.072291250325832
"28","ES136","Non-functional",2,"Right side peek",3.511,1,1,"2",24.816,2,0.141481302385558
"29","ES136","Non-functional",3,"Peephole peek",2.229,1,1,"2",26.004,3,0.0857175819104753
"30","Es125","Non-functional",1,"Peephole peek",0.999,1,1,"2",31.999,1,0.0312197256164255
"31","ES101","Functional",1,"Peek on top",0,0,1,"1",48.515,1,0
"32","ES102","Functional",1,"Peek on top",0,0,2,"2",46,5,0
"33","ES103","Functional",1,"Peek on top",0,0,1,"1",42.745,1,0
"34","ES104","Functional",1,"Peek on top",0,0,2,"2",42.242,5,0
"35","ES106","Functional",1,"Peek on top",0,0,2,"2",54.254,5,0
"36","ES110","Functional",1,"Peek on top",0,0,1,"1",30.757,1,0
"37","ES111","Functional",1,"Peek on top",0,0,2,"2",30.004,5,0
"38","ES112","Functional",1,"Peek on top",0,0,1,"1",25.426,1,0
"39","ES113","Functional",1,"Peek on top",0,0,2,"2",33.133,5,0
"40","ES114","Functional",1,"Peek on top",0,0,1,"1",44.761,1,0
"41","ES115","Functional",1,"Peek on top",0,0,2,"2",31.314,5,0
"42","ES116","Functional",1,"Peek on top",0,0,1,"1",33.217,1,0
"43","ES117","Functional",1,"Peek on top",0,0,1,"1",45.512,1,0
"44","ES118","Functional",1,"Peek on top",0,0,2,"2",37.404,5,0
"45","ES119","Functional",1,"Peek on top",0,0,1,"1",48.449,1,0
"46","ES120","Functional",1,"Peek on top",0,0,1,"1",35.575,1,0
"47","ES122","Functional",1,"Peek on top",0,0,1,"1",28.497,1,0
"48","ES123","Functional",1,"Peek on top",0,0,1,"1",45.799,1,0
"49","ES124","Functional",1,"Peek on top",0,0,1,"1",50.752,1,0
"50","Es125","Functional",1,"Peek on top",0,0,2,"2",32.244,5,0
"51","ES126","Functional",1,"Peek on top",0,0,1,"1",39.546,1,0
"52","ES127","Functional",1,"Peek on top",0,0,1,"1",46.002,1,0
"53","ES128","Functional",1,"Peek on top",0,0,1,"1",42.503,1,0
"54","ES129","Functional",1,"Peek on top",0,0,2,"2",41.497,5,0
"55","ES130","Functional",1,"Peek on top",0,0,1,"1",33.795,1,0
"56","ES132","Functional",1,"Peek on top",0,0,1,"1",37.701,1,0
"57","ES133","Functional",1,"Peek on top",0,0,1,"1",37.51,1,0
"58","ES134","Functional",1,"Peek on top",0,0,2,"2",37.012,5,0
"59","ES135","Functional",1,"Peek on top",0,0,1,"1",45.761,1,0
"60","ES136","Functional",1,"Peek on top",0,0,2,"2",28.998,5,0
"61","ES101","Non-functional",1,"Peek on top",0,0,2,"1",42.242,5,0
"62","ES102","Non-functional",1,"Peek on top",0,0,1,"2",40.997,1,0
"63","ES103","Non-functional",1,"Peek on top",0,0,2,"1",39.007,5,0
"64","ES104","Non-functional",1,"Peek on top",0,0,1,"2",47.914,1,0
"65","ES106","Non-functional",1,"Peek on top",0,0,1,"2",52.755,1,0
"66","ES108","Non-functional",1,"Peek on top",0,0,1,"2",31.746,1,0
"67","ES110","Non-functional",1,"Peek on top",0,0,2,"1",27.498,5,0
"68","ES111","Non-functional",1,"Peek on top",0,0,1,"2",34.842,1,0
"69","ES112","Non-functional",1,"Peek on top",0,0,2,"1",32.032,5,0
"70","ES113","Non-functional",1,"Peek on top",0,0,1,"2",38.973,1,0
"71","ES114","Non-functional",1,"Peek on top",0,0,2,"1",41.625,5,0
"72","ES115","Non-functional",1,"Peek on top",0,0,1,"2",37.905,1,0
"73","ES116","Non-functional",1,"Peek on top",0,0,2,"1",30.531,5,0
"74","ES117","Non-functional",1,"Peek on top",0,0,2,"1",40.023,5,0
"75","ES118","Non-functional",1,"Peek on top",0,0,1,"2",36.153,1,0
"76","ES119","Non-functional",1,"Peek on top",0,0,2,"1",32.899,5,0
"77","ES120","Non-functional",1,"Peek on top",0,0,2,"1",11.748,5,0
"78","ES122","Non-functional",1,"Peek on top",0,0,2,"1",30.82,5,0
"79","ES123","Non-functional",1,"Peek on top",0,0,2,"1",35.749,5,0
"80","ES124","Non-functional",1,"Peek on top",0,0,2,"1",47.25,5,0
"81","Es125","Non-functional",1,"Peek on top",0,0,1,"2",31.999,1,0
"82","ES126","Non-functional",1,"Peek on top",0,0,2,"1",34.434,5,0
"83","ES127","Non-functional",1,"Peek on top",0,0,2,"1",36.005,5,0
"84","ES128","Non-functional",1,"Peek on top",0,0,2,"1",38.506,5,0
"85","ES129","Non-functional",1,"Peek on top",0,0,1,"2",40.75,1,0
"86","ES130","Non-functional",1,"Peek on top",0,0,2,"1",40.631,5,0
"87","ES132","Non-functional",1,"Peek on top",0,0,2,"1",37.309,5,0
"88","ES133","Non-functional",1,"Peek on top",0,0,2,"1",42.003,5,0
"89","ES134","Non-functional",1,"Peek on top",0,0,1,"2",36.744,1,0
"90","ES135","Non-functional",1,"Peek on top",0,0,2,"1",27.76,5,0
"91","ES136","Non-functional",1,"Peek on top",0,0,1,"2",34.527,1,0
"92","ES101","Functional",2,"Peek on top",0,0,1,"1",44.744,2,0
"93","ES102","Functional",2,"Peek on top",0,0,2,"2",45.501,6,0
"94","ES103","Functional",2,"Peek on top",0,0,1,"1",37.499,2,0
"95","ES104","Functional",2,"Peek on top",0,0,2,"2",44.178,6,0
"96","ES106","Functional",2,"Peek on top",0,0,2,"2",42.75,6,0
"97","ES110","Functional",2,"Peek on top",0,0,1,"1",30.504,2,0
"98","ES111","Functional",2,"Peek on top",0,0,2,"2",28.505,6,0
"99","ES112","Functional",2,"Peek on top",0,0,1,"1",26.893,2,0
"100","ES113","Functional",2,"Peek on top",0,0,2,"2",32.099,6,0
"101","ES114","Functional",2,"Peek on top",0,0,1,"1",41.809,2,0
"102","ES115","Functional",2,"Peek on top",0,0,2,"2",33.083,6,0
"103","ES116","Functional",2,"Peek on top",0,0,1,"1",29.779,2,0
"104","ES117","Functional",2,"Peek on top",0,0,1,"1",41.842,2,0
"105","ES118","Functional",2,"Peek on top",0,0,2,"2",39.739,6,0
"106","ES119","Functional",2,"Peek on top",0,0,1,"1",34.651,2,0
"107","ES120","Functional",2,"Peek on top",0,0,1,"1",32.252,2,0
"108","ES122","Functional",2,"Peek on top",0,0,1,"1",28.751,2,0
"109","ES123","Functional",2,"Peek on top",0,0,1,"1",32.25,2,0
"110","ES124","Functional",2,"Peek on top",0,0,1,"1",38.496,2,0
"111","Es125","Functional",2,"Peek on top",0,0,2,"2",28.747,6,0
"112","ES126","Functional",2,"Peek on top",0,0,1,"1",37.298,2,0
"113","ES127","Functional",2,"Peek on top",0,0,1,"1",35.496,2,0
"114","ES128","Functional",2,"Peek on top",0,0,1,"1",39.247,2,0
"115","ES129","Functional",2,"Peek on top",0,0,2,"2",32.748,6,0
"116","ES130","Functional",2,"Peek on top",0,0,1,"1",33.033,2,0
"117","ES132","Functional",2,"Peek on top",0,0,1,"1",33.888,2,0
"118","ES133","Functional",2,"Peek on top",0,0,1,"1",34.745,2,0
"119","ES134","Functional",2,"Peek on top",0,0,2,"2",32.501,6,0
"120","ES135","Functional",2,"Peek on top",0,0,1,"1",30.743,2,0
"121","ES136","Functional",2,"Peek on top",0,0,2,"2",27.502,6,0
"122","ES101","Non-functional",2,"Peek on top",0,0,2,"1",43.944,6,0
"123","ES102","Non-functional",2,"Peek on top",0,0,1,"2",41.003,2,0
"124","ES103","Non-functional",2,"Peek on top",0,0,2,"1",34.754,6,0
"125","ES104","Non-functional",2,"Peek on top",0,0,1,"2",44.912,2,0
"126","ES106","Non-functional",2,"Peek on top",0,0,1,"2",57.25,2,0
"127","ES108","Non-functional",2,"Peek on top",0,0,1,"2",25.502,2,0
"128","ES110","Non-functional",2,"Peek on top",0,0,2,"1",30.998,6,0
"129","ES111","Non-functional",2,"Peek on top",0,0,1,"2",28.498,2,0
"130","ES112","Non-functional",2,"Peek on top",0,0,2,"1",23.74,6,0
"131","ES113","Non-functional",2,"Peek on top",0,0,1,"2",35.769,2,0
"132","ES114","Non-functional",2,"Peek on top",0,0,2,"1",37.27,6,0
"133","ES115","Non-functional",2,"Peek on top",0,0,1,"2",33.867,2,0
"134","ES116","Non-functional",2,"Peek on top",0,0,2,"1",36.469,6,0
"135","ES117","Non-functional",2,"Peek on top",0,0,2,"1",34.452,6,0
"136","ES118","Non-functional",2,"Peek on top",0,0,1,"2",33.316,2,0
"137","ES119","Non-functional",2,"Peek on top",0,0,2,"1",33.4,6,0
"138","ES120","Non-functional",2,"Peek on top",0,0,2,"1",27.499,6,0
"139","ES122","Non-functional",2,"Peek on top",0,0,2,"1",25.749,6,0
"140","ES123","Non-functional",2,"Peek on top",0,0,2,"1",32.248,6,0
"141","ES124","Non-functional",2,"Peek on top",0,0,2,"1",45.249,6,0
"142","Es125","Non-functional",2,"Peek on top",0,0,1,"2",32.252,2,0
"143","ES126","Non-functional",2,"Peek on top",0,0,2,"1",44.583,6,0
"144","ES127","Non-functional",2,"Peek on top",0,0,2,"1",41.753,6,0
"145","ES128","Non-functional",2,"Peek on top",0,0,2,"1",36.999,6,0
"146","ES129","Non-functional",2,"Peek on top",0,0,1,"2",35.254,2,0
"147","ES130","Non-functional",2,"Peek on top",0,0,2,"1",41.002,6,0
"148","ES132","Non-functional",2,"Peek on top",0,0,2,"1",34.746,6,0
"149","ES133","Non-functional",2,"Peek on top",0,0,2,"1",36.736,6,0
"150","ES134","Non-functional",2,"Peek on top",0,0,1,"2",34.509,2,0
"151","ES135","Non-functional",2,"Peek on top",0,0,2,"1",27.504,6,0
"152","ES136","Non-functional",2,"Peek on top",0,0,1,"2",24.816,2,0
"153","ES101","Functional",3,"Peek on top",0,0,1,"1",49.349,3,0
"154","ES102","Functional",3,"Peek on top",0,0,2,"2",39.997,7,0
"155","ES103","Functional",3,"Peek on top",0,0,1,"1",40.496,3,0
"156","ES104","Functional",3,"Peek on top",0,0,2,"2",47.314,7,0
"157","ES106","Functional",3,"Peek on top",0,0,2,"2",45.753,7,0
"158","ES108","Functional",3,"Peek on top",0,0,2,"2",27.993,7,0
"159","ES110","Functional",3,"Peek on top",0,0,1,"1",27.504,3,0
"160","ES111","Functional",3,"Peek on top",0,0,2,"2",30.001,7,0
"161","ES112","Functional",3,"Peek on top",0,0,1,"1",30.397,3,0
"162","ES113","Functional",3,"Peek on top",0,0,2,"2",33.067,7,0
"163","ES114","Functional",3,"Peek on top",0,0,1,"1",36.67,3,0
"164","ES115","Functional",3,"Peek on top",0,0,2,"2",31.065,7,0
"165","ES116","Functional",3,"Peek on top",0,0,1,"1",30.164,3,0
"166","ES117","Functional",3,"Peek on top",0,0,1,"1",37.037,3,0
"167","ES118","Functional",3,"Peek on top",0,0,2,"2",33.884,7,0
"168","ES119","Functional",3,"Peek on top",0,0,1,"1",32.299,3,0
"169","ES120","Functional",3,"Peek on top",0,0,1,"1",30,3,0
"170","ES122","Functional",3,"Peek on top",0,0,1,"1",31.751,3,0
"171","ES123","Functional",3,"Peek on top",0,0,1,"1",33.5,3,0
"172","ES124","Functional",3,"Peek on top",0,0,1,"1",36.999,3,0
"173","Es125","Functional",3,"Peek on top",0,0,2,"2",30.744,7,0
"174","ES126","Functional",3,"Peek on top",0,0,1,"1",36.002,3,0
"175","ES127","Functional",3,"Peek on top",0,0,1,"1",35.5,3,0
"176","ES128","Functional",3,"Peek on top",0,0,1,"1",36.747,3,0
"177","ES129","Functional",3,"Peek on top",0,0,2,"2",34.496,7,0
"178","ES130","Functional",3,"Peek on top",0,0,1,"1",36.268,3,0
"179","ES132","Functional",3,"Peek on top",0,0,1,"1",38.829,3,0
"180","ES133","Functional",3,"Peek on top",0,0,1,"1",50.504,3,0
"181","ES134","Functional",3,"Peek on top",0,0,2,"2",36.766,7,0
"182","ES135","Functional",3,"Peek on top",0,0,1,"1",30.744,3,0
"183","ES136","Functional",3,"Peek on top",0,0,2,"2",26.498,7,0
"184","ES101","Non-functional",3,"Peek on top",0,0,2,"1",36.603,7,0
"185","ES102","Non-functional",3,"Peek on top",0,0,1,"2",40.002,3,0
"186","ES103","Non-functional",3,"Peek on top",0,0,2,"1",33.754,7,0
"187","ES104","Non-functional",3,"Peek on top",0,0,1,"2",41.608,3,0
"188","ES106","Non-functional",3,"Peek on top",0,0,1,"2",56.751,3,0
"189","ES108","Non-functional",3,"Peek on top",0,0,1,"2",25.754,3,0
"190","ES110","Non-functional",3,"Peek on top",0,0,2,"1",31.246,7,0
"191","ES111","Non-functional",3,"Peek on top",0,0,1,"2",30.001,3,0
"192","ES112","Non-functional",3,"Peek on top",0,0,2,"1",28.979,7,0
"193","ES113","Non-functional",3,"Peek on top",0,0,1,"2",35.703,3,0
"194","ES114","Non-functional",3,"Peek on top",0,0,2,"1",38.021,7,0
"195","ES115","Non-functional",3,"Peek on top",0,0,1,"2",26.16,3,0
"196","ES116","Non-functional",3,"Peek on top",0,0,2,"1",35.869,7,0
"197","ES117","Non-functional",3,"Peek on top",0,0,2,"1",41.31,7,0
"198","ES118","Non-functional",3,"Peek on top",0,0,1,"2",38.171,3,0
"199","ES119","Non-functional",3,"Peek on top",0,0,2,"1",35.386,7,0
"200","ES120","Non-functional",3,"Peek on top",0,0,2,"1",25.502,7,0
"201","ES122","Non-functional",3,"Peek on top",0,0,2,"1",35.254,7,0
"202","ES123","Non-functional",3,"Peek on top",0,0,2,"1",32,7,0
"203","ES124","Non-functional",3,"Peek on top",0,0,2,"1",39.757,7,0
"204","Es125","Non-functional",3,"Peek on top",0,0,1,"2",32.254,3,0
"205","ES126","Non-functional",3,"Peek on top",0,0,2,"1",37.811,7,0
"206","ES127","Non-functional",3,"Peek on top",0,0,2,"1",35.501,7,0
"207","ES128","Non-functional",3,"Peek on top",0,0,2,"1",52.005,7,0
"208","ES129","Non-functional",3,"Peek on top",0,0,1,"2",43.999,3,0
"209","ES130","Non-functional",3,"Peek on top",0,0,2,"1",39.004,7,0
"210","ES132","Non-functional",3,"Peek on top",0,0,2,"1",34.831,7,0
"211","ES133","Non-functional",3,"Peek on top",0,0,2,"1",28.503,7,0
"212","ES134","Non-functional",3,"Peek on top",0,0,1,"2",39.003,3,0
"213","ES135","Non-functional",3,"Peek on top",0,0,2,"1",29.739,7,0
"214","ES136","Non-functional",3,"Peek on top",0,0,1,"2",26.004,3,0
"215","ES101","Functional",4,"Peek on top",0,0,1,"1",38.939,4,0
"216","ES102","Functional",4,"Peek on top",0,0,2,"2",38.752,8,0
"217","ES103","Functional",4,"Peek on top",0,0,1,"1",32.494,4,0
"218","ES104","Functional",4,"Peek on top",0,0,2,"2",44.11,8,0
"219","ES106","Functional",4,"Peek on top",0,0,2,"2",48.496,8,0
"220","ES108","Functional",4,"Peek on top",0,0,2,"2",29.743,8,0
"221","ES110","Functional",4,"Peek on top",0,0,1,"1",28,4,0
"222","ES111","Functional",4,"Peek on top",0,0,2,"2",30.999,8,0
"223","ES112","Functional",4,"Peek on top",0,0,1,"1",25.042,4,0
"224","ES113","Functional",4,"Peek on top",0,0,2,"2",30.997,8,0
"225","ES114","Functional",4,"Peek on top",0,0,1,"1",34.935,4,0
"226","ES115","Functional",4,"Peek on top",0,0,2,"2",30.664,8,0
"227","ES116","Functional",4,"Peek on top",0,0,1,"1",27.411,4,0
"228","ES117","Functional",4,"Peek on top",0,0,1,"1",37.621,4,0
"229","ES118","Functional",4,"Peek on top",0,0,2,"2",34.868,8,0
"230","ES119","Functional",4,"Peek on top",0,0,1,"1",32.099,4,0
"231","ES120","Functional",4,"Peek on top",0,0,1,"1",25.749,4,0
"232","ES122","Functional",4,"Peek on top",0,0,1,"1",29.773,4,0
"233","ES123","Functional",4,"Peek on top",0,0,1,"1",32.251,4,0
"234","ES124","Functional",4,"Peek on top",0,0,1,"1",44.999,4,0
"235","Es125","Functional",4,"Peek on top",0,0,2,"2",28.002,8,0
"236","ES126","Functional",4,"Peek on top",0,0,1,"1",31.003,4,0
"237","ES127","Functional",4,"Peek on top",0,0,1,"1",32.755,4,0
"238","ES128","Functional",4,"Peek on top",0,0,1,"1",39.997,4,0
"239","ES129","Functional",4,"Peek on top",0,0,2,"2",37.5,8,0
"240","ES130","Functional",4,"Peek on top",0,0,1,"1",36.453,4,0
"241","ES132","Functional",4,"Peek on top",0,0,1,"1",45.288,4,0
"242","ES133","Functional",4,"Peek on top",0,0,1,"1",34.257,4,0
"243","ES134","Functional",4,"Peek on top",0,0,2,"2",32.998,8,0
"244","ES135","Functional",4,"Peek on top",0,0,1,"1",30.746,4,0
"245","ES136","Functional",4,"Peek on top",0,0,2,"2",28.56,8,0
"246","ES101","Non-functional",4,"Peek on top",0,0,2,"1",44.044,8,0
"247","ES102","Non-functional",4,"Peek on top",0,0,1,"2",42.251,4,0
"248","ES103","Non-functional",4,"Peek on top",0,0,2,"1",40.752,8,0
"249","ES104","Non-functional",4,"Peek on top",0,0,1,"2",40.473,4,0
"250","ES106","Non-functional",4,"Peek on top",0,0,1,"2",48.751,4,0
"251","ES108","Non-functional",4,"Peek on top",0,0,1,"2",26.755,4,0
"252","ES110","Non-functional",4,"Peek on top",0,0,2,"1",26.002,8,0
"253","ES111","Non-functional",4,"Peek on top",0,0,1,"2",30.009,4,0
"254","ES112","Non-functional",4,"Peek on top",0,0,2,"1",26.126,8,0
"255","ES113","Non-functional",4,"Peek on top",0,0,1,"2",31.982,4,0
"256","ES114","Non-functional",4,"Peek on top",0,0,2,"1",36.954,8,0
"257","ES115","Non-functional",4,"Peek on top",0,0,1,"2",27.511,4,0
"258","ES117","Non-functional",4,"Peek on top",0,0,2,"1",41.041,8,0
"259","ES118","Non-functional",4,"Peek on top",0,0,1,"2",37.721,4,0
"260","ES119","Non-functional",4,"Peek on top",0,0,2,"1",37.654,8,0
"261","ES120","Non-functional",4,"Peek on top",0,0,2,"1",26.287,8,0
"262","ES122","Non-functional",4,"Peek on top",0,0,2,"1",31.499,8,0
"263","ES123","Non-functional",4,"Peek on top",0,0,2,"1",32.752,8,0
"264","ES124","Non-functional",4,"Peek on top",0,0,2,"1",36.734,8,0
"265","Es125","Non-functional",4,"Peek on top",0,0,1,"2",33.254,4,0
"266","ES126","Non-functional",4,"Peek on top",0,0,2,"1",38.503,8,0
"267","ES127","Non-functional",4,"Peek on top",0,0,2,"1",34.25,8,0
"268","ES128","Non-functional",4,"Peek on top",0,0,2,"1",37.404,8,0
"269","ES129","Non-functional",4,"Peek on top",0,0,1,"2",40.501,4,0
"270","ES130","Non-functional",4,"Peek on top",0,0,2,"1",41.687,8,0
"271","ES132","Non-functional",4,"Peek on top",0,0,2,"1",32.468,8,0
"272","ES133","Non-functional",4,"Peek on top",0,0,2,"1",36.75,8,0
"273","ES134","Non-functional",4,"Peek on top",0,0,1,"2",35.003,4,0
"274","ES135","Non-functional",4,"Peek on top",0,0,2,"1",32.251,8,0
"275","ES136","Non-functional",4,"Peek on top",0,0,1,"2",32.251,4,0
"276","ES101","Functional",1,"Peephole peek",0,0,1,"1",48.515,1,0
"277","ES102","Functional",1,"Peephole peek",0,0,2,"2",46,5,0
"278","ES103","Functional",1,"Peephole peek",0,0,1,"1",42.745,1,0
"279","ES104","Functional",1,"Peephole peek",0,0,2,"2",42.242,5,0
"280","ES106","Functional",1,"Peephole peek",0,0,2,"2",54.254,5,0
"281","ES108","Functional",1,"Peephole peek",0,0,2,"2",28.75,5,0
"282","ES110","Functional",1,"Peephole peek",0,0,1,"1",30.757,1,0
"283","ES111","Functional",1,"Peephole peek",0,0,2,"2",30.004,5,0
"284","ES112","Functional",1,"Peephole peek",0,0,1,"1",25.426,1,0
"285","ES113","Functional",1,"Peephole peek",0,0,2,"2",33.133,5,0
"286","ES114","Functional",1,"Peephole peek",0,0,1,"1",44.761,1,0
"287","ES115","Functional",1,"Peephole peek",0,0,2,"2",31.314,5,0
"288","ES116","Functional",1,"Peephole peek",0,0,1,"1",33.217,1,0
"289","ES117","Functional",1,"Peephole peek",0,0,1,"1",45.512,1,0
"290","ES118","Functional",1,"Peephole peek",0,0,2,"2",37.404,5,0
"291","ES119","Functional",1,"Peephole peek",0,0,1,"1",48.449,1,0
"292","ES120","Functional",1,"Peephole peek",0,0,1,"1",35.575,1,0
"293","ES122","Functional",1,"Peephole peek",0,0,1,"1",28.497,1,0
"294","ES123","Functional",1,"Peephole peek",0,0,1,"1",45.799,1,0
"295","ES124","Functional",1,"Peephole peek",0,0,1,"1",50.752,1,0
"296","Es125","Functional",1,"Peephole peek",0,0,2,"2",32.244,5,0
"297","ES126","Functional",1,"Peephole peek",0,0,1,"1",39.546,1,0
"298","ES127","Functional",1,"Peephole peek",0,0,1,"1",46.002,1,0
"299","ES128","Functional",1,"Peephole peek",0,0,1,"1",42.503,1,0
"300","ES129","Functional",1,"Peephole peek",0,0,2,"2",41.497,5,0
"301","ES130","Functional",1,"Peephole peek",0,0,1,"1",33.795,1,0
"302","ES132","Functional",1,"Peephole peek",0,0,1,"1",37.701,1,0
"303","ES133","Functional",1,"Peephole peek",0,0,1,"1",37.51,1,0
"304","ES134","Functional",1,"Peephole peek",0,0,2,"2",37.012,5,0
"305","ES135","Functional",1,"Peephole peek",0,0,1,"1",45.761,1,0
"306","ES136","Functional",1,"Peephole peek",0,0,2,"2",28.998,5,0
"307","ES101","Non-functional",1,"Peephole peek",0,0,2,"1",42.242,5,0
"308","ES102","Non-functional",1,"Peephole peek",0,0,1,"2",40.997,1,0
"309","ES103","Non-functional",1,"Peephole peek",0,0,2,"1",39.007,5,0
"310","ES104","Non-functional",1,"Peephole peek",0,0,1,"2",47.914,1,0
"311","ES106","Non-functional",1,"Peephole peek",0,0,1,"2",52.755,1,0
"312","ES108","Non-functional",1,"Peephole peek",0,0,1,"2",31.746,1,0
"313","ES110","Non-functional",1,"Peephole peek",0,0,2,"1",27.498,5,0
"314","ES111","Non-functional",1,"Peephole peek",0,0,1,"2",34.842,1,0
"315","ES112","Non-functional",1,"Peephole peek",0,0,2,"1",32.032,5,0
"316","ES113","Non-functional",1,"Peephole peek",0,0,1,"2",38.973,1,0
"317","ES114","Non-functional",1,"Peephole peek",0,0,2,"1",41.625,5,0
"318","ES115","Non-functional",1,"Peephole peek",0,0,1,"2",37.905,1,0
"319","ES116","Non-functional",1,"Peephole peek",0,0,2,"1",30.531,5,0
"320","ES117","Non-functional",1,"Peephole peek",0,0,2,"1",40.023,5,0
"321","ES118","Non-functional",1,"Peephole peek",0,0,1,"2",36.153,1,0
"322","ES119","Non-functional",1,"Peephole peek",0,0,2,"1",32.899,5,0
"323","ES120","Non-functional",1,"Peephole peek",0,0,2,"1",11.748,5,0
"324","ES122","Non-functional",1,"Peephole peek",0,0,2,"1",30.82,5,0
"325","ES123","Non-functional",1,"Peephole peek",0,0,2,"1",35.749,5,0
"326","ES124","Non-functional",1,"Peephole peek",0,0,2,"1",47.25,5,0
"327","ES126","Non-functional",1,"Peephole peek",0,0,2,"1",34.434,5,0
"328","ES127","Non-functional",1,"Peephole peek",0,0,2,"1",36.005,5,0
"329","ES128","Non-functional",1,"Peephole peek",0,0,2,"1",38.506,5,0
"330","ES129","Non-functional",1,"Peephole peek",0,0,1,"2",40.75,1,0
"331","ES130","Non-functional",1,"Peephole peek",0,0,2,"1",40.631,5,0
"332","ES132","Non-functional",1,"Peephole peek",0,0,2,"1",37.309,5,0
"333","ES133","Non-functional",1,"Peephole peek",0,0,2,"1",42.003,5,0
"334","ES134","Non-functional",1,"Peephole peek",0,0,1,"2",36.744,1,0
"335","ES135","Non-functional",1,"Peephole peek",0,0,2,"1",27.76,5,0
"336","ES136","Non-functional",1,"Peephole peek",0,0,1,"2",34.527,1,0
"337","ES101","Functional",2,"Peephole peek",0,0,1,"1",44.744,2,0
"338","ES102","Functional",2,"Peephole peek",0,0,2,"2",45.501,6,0
"339","ES103","Functional",2,"Peephole peek",0,0,1,"1",37.499,2,0
"340","ES104","Functional",2,"Peephole peek",0,0,2,"2",44.178,6,0
"341","ES106","Functional",2,"Peephole peek",0,0,2,"2",42.75,6,0
"342","ES110","Functional",2,"Peephole peek",0,0,1,"1",30.504,2,0
"343","ES111","Functional",2,"Peephole peek",0,0,2,"2",28.505,6,0
"344","ES112","Functional",2,"Peephole peek",0,0,1,"1",26.893,2,0
"345","ES113","Functional",2,"Peephole peek",0,0,2,"2",32.099,6,0
"346","ES114","Functional",2,"Peephole peek",0,0,1,"1",41.809,2,0
"347","ES115","Functional",2,"Peephole peek",0,0,2,"2",33.083,6,0
"348","ES116","Functional",2,"Peephole peek",0,0,1,"1",29.779,2,0
"349","ES117","Functional",2,"Peephole peek",0,0,1,"1",41.842,2,0
"350","ES118","Functional",2,"Peephole peek",0,0,2,"2",39.739,6,0
"351","ES119","Functional",2,"Peephole peek",0,0,1,"1",34.651,2,0
"352","ES120","Functional",2,"Peephole peek",0,0,1,"1",32.252,2,0
"353","ES122","Functional",2,"Peephole peek",0,0,1,"1",28.751,2,0
"354","ES123","Functional",2,"Peephole peek",0,0,1,"1",32.25,2,0
"355","ES124","Functional",2,"Peephole peek",0,0,1,"1",38.496,2,0
"356","Es125","Functional",2,"Peephole peek",0,0,2,"2",28.747,6,0
"357","ES126","Functional",2,"Peephole peek",0,0,1,"1",37.298,2,0
"358","ES127","Functional",2,"Peephole peek",0,0,1,"1",35.496,2,0
