Observation id,Observation date,Media file,Total length,FPS,Subject,Session,Trial Order,Date,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s)
Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k,12/15/2022 16:25,D:/Explanation Seeking/Experiment/Mali/Mali11.29.22ESExpS3.MTS.re-encoded.1920px.800k.avi,406.12,25,Mali,3,2,112922,No focal subject,Waiting compartment,Compartment,,STATE,300.755,343.43,42.675
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Functional,Functional,Trial type,,STATE,324.836,373.223,48.387
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Functional,Testing compartment,Compartment,,STATE,324.836,336.033,11.197
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Functional,Arriving at start of trial,Movement,,STATE,324.836,327.608,2.772
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Functional,Solve to food,Time spent,,STATE,327.608,330.908,3.3
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Functional,Right box (front),Proximity,,STATE,327.608,329.083,1.475
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Functional,Midd box,Proximity,,STATE,329.083,330.058,0.975
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Functional,Right box (front),Proximity,,STATE,330.058,330.908,0.85
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Functional,Food to end of trial,Time spent,,STATE,330.908,373.223,42.315
Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k,12/15/2022 16:06,D:/Explanation Seeking/Experiment/Tai/Tai11.29.22ESExpS8.MTS.re-encoded.1920px.800k.avi,379.24,25,Tai,8,2,112922,Functional,Midd box,Proximity,,STATE,330.908,331.508,0.6
